AIRLINE,NUMBER,LEG,EQTYPE,FROM,DTIME,TO,ATIME,DISTANCE,HISTORIC,PURGE
AF,1606,1,A320,CDG,4:20,DUS,5:35,244,FALSE,FALSE
AF,1607,1,A320,DUS,7:35,CDG,8:50,244,FALSE,FALSE
AF,1618,1,A320,CDG,3:45,FRA,5:10,278,FALSE,FALSE
AF,1619,1,A320,FRA,8:50,CDG,9:10,278,FALSE,FALSE
AF,1620,1,A320,CDG,4:30,TLV,9:05,2042,FALSE,FALSE
AF,1621,1,A320,TLV,10:05,CDG,15:10,2042,FALSE,FALSE
AF,1624,1,A318,CDG,7:00,LIS,9:35,914,FALSE,FALSE
AF,1625,1,A318,LIS,10:30,CDG,13:00,914,FALSE,FALSE
AF,1628,1,B737-500,CDG,4:40,BLQ,6:20,517,FALSE,FALSE
AF,1629,1,B737-500,BLQ,7:25,CDG,9:10,517,FALSE,FALSE
AF,1636,1,A318,CDG,6:25,OPO,8:40,766,FALSE,FALSE
AF,1637,1,A318,OPO,9:35,CDG,11:45,766,FALSE,FALSE
AF,1640,1,A319,CDG,5:35,AMS,6:45,248,FALSE,FALSE
AF,1641,1,A319,AMS,7:35,CDG,8:50,248,FALSE,FALSE
AF,1642,1,A320,CDG,2:00,GVA,3:10,254,FALSE,FALSE
AF,1643,1,A320,GVA,5:00,CDG,6:10,254,FALSE,FALSE
AF,1644,1,A318,CDG,1:20,SVO,5:00,1526,FALSE,FALSE
AF,1645,1,A318,SVO,6:00,CDG,10:05,1526,FALSE,FALSE
AF,1648,1,A320,CDG,7:55,BCN,8:40,534,FALSE,FALSE
AF,1649,1,A320,BCN,9:45,CDG,11:40,534,FALSE,FALSE
AF,1668,1,A320,CDG,1:45,MAN,3:15,366,FALSE,FALSE
AF,1669,1,A320,MAN,4:10,CDG,5:35,366,FALSE,FALSE
AF,1670,1,A320,CDG,7:00,LHR,8:10,216,FALSE,FALSE
AF,1671,1,A320,LHR,9:00,CDG,10:10,216,FALSE,FALSE
AF,1684,1,A319,CDG,15:10,TUN,17:40,925,FALSE,FALSE
AF,1685,1,A319,TUN,3:55,CDG,5:30,925,FALSE,FALSE
AF,1694,1,A319,CDG,4:50,BUD,6:00,776,FALSE,FALSE
AF,1695,1,A319,BUD,6:50,CDG,9:10,776,FALSE,FALSE
AF,1696,1,A320,CDG,15:05,CMN,18:10,1201,FALSE,FALSE
AF,1697,1,A320,CMN,3:55,CDG,6:00,1201,FALSE,FALSE
AF,1700,1,A321,CDG,8:10,MAD,10:15,662,FALSE,FALSE
AF,1701,1,A321,MAD,11:10,CDG,13:20,662,FALSE,FALSE
AF,1702,1,A319,CDG,6:50,TRN,8:15,356,FALSE,FALSE
AF,1703,1,A319,TRN,10:00,CDG,11:30,356,FALSE,FALSE
AF,1708,1,A318,CDG,4:30,STR,6:50,304,FALSE,FALSE
AF,1709,1,A318,STR,7:15,CDG,8:35,304,FALSE,FALSE
AF,1710,1,A319,CDG,4:10,HAM,5:45,453,FALSE,FALSE
AF,1711,1,A319,HAM,7:05,CDG,8:40,453,FALSE,FALSE
AF,1714,1,A320,CDG,7:05,MXP,8:40,372,FALSE,FALSE
AF,1715,1,A320,MXP,10:55,CDG,11:25,372,FALSE,FALSE
AF,1722,1,A318,CDG,4:20,MUC,6:55,424,FALSE,FALSE
AF,1723,1,A318,MUC,7:00,CDG,8:45,424,FALSE,FALSE
AF,1726,1,A320,CDG,6:35,VCE,8:20,520,FALSE,FALSE
AF,1727,1,A320,VCE,9:10,CDG,11:00,520,FALSE,FALSE
AF,1730,1,A319,CDG,3:55,AGP,5:25,924,FALSE,FALSE
AF,1731,1,A319,AGP,6:25,CDG,9:55,924,FALSE,FALSE
AF,1734,1,A320,CDG,4:05,TXL,6:50,529,FALSE,FALSE
AF,1735,1,A320,TXL,7:55,CDG,8:40,529,FALSE,FALSE
AF,1738,1,A319,CDG,6:40,VIE,8:40,644,FALSE,FALSE
AF,1739,1,A319,VIE,9:30,CDG,11:35,644,FALSE,FALSE
AF,1740,1,B737-500,CDG,6:35,AMS,7:45,248,FALSE,FALSE
AF,1741,1,B737-500,AMS,9:25,CDG,10:40,248,FALSE,FALSE
AF,1748,1,A319,CDG,8:15,BCN,10:00,534,FALSE,FALSE
AF,1749,1,A319,BCN,11:10,CDG,13:05,534,FALSE,FALSE
AF,1750,1,B737-500,CDG,1:15,CPH,3:10,624,FALSE,FALSE
AF,1751,1,B737-500,CPH,4:00,CDG,6:00,624,FALSE,FALSE
AF,1762,1,B737-500,CDG,4:05,ARN,6:40,958,FALSE,FALSE
AF,1763,1,B737-500,ARN,8:50,CDG,11:30,958,FALSE,FALSE
AF,1798,1,A321,CDG,13:00,HEL,16:00,1179,FALSE,FALSE
AF,1799,1,A321,HEL,9:05,CDG,12:10,1179,FALSE,FALSE
AF,1800,1,A319,CDG,9:30,MAD,11:35,662,FALSE,FALSE
AF,1801,1,A319,MAD,12:25,CDG,14:35,662,FALSE,FALSE
AF,1828,1,F100,CDG,7:00,BLQ,8:45,517,FALSE,FALSE
AF,1829,1,F100,BLQ,9:35,CDG,11:25,517,FALSE,FALSE
AF,1832,1,A321,CDG,7:20,ATH,10:35,1305,FALSE,FALSE
AF,1833,1,A321,ATH,12:10,CDG,15:40,1305,FALSE,FALSE
AF,1842,1,A321,CDG,4:00,GVA,5:10,254,FALSE,FALSE
AF,1843,1,A321,GVA,6:00,CDG,7:10,254,FALSE,FALSE
AF,1870,1,B737-500,CDG,9:00,LHR,10:10,216,FALSE,FALSE
AF,1871,1,B737-500,LHR,11:00,CDG,12:10,216,FALSE,FALSE
AF,1888,1,A320,CDG,3:35,OTP,6:25,1151,FALSE,FALSE
AF,1889,1,A320,OTP,7:20,CDG,10:30,1151,FALSE,FALSE
AF,1896,1,B737-500,CDG,9:25,CMN,12:30,1201,FALSE,FALSE
AF,1897,1,B737-500,CMN,13:35,CDG,16:40,1201,FALSE,FALSE
AF,1900,1,A318,CDG,10:30,MAD,12:35,662,FALSE,FALSE
AF,1901,1,A318,MAD,13:25,CDG,15:35,662,FALSE,FALSE
AF,1906,1,A319,CDG,7:05,DUS,8:20,244,FALSE,FALSE
AF,1907,1,A319,DUS,10:30,CDG,11:45,244,FALSE,FALSE
AF,1912,1,A321,CDG,10:55,LIN,11:25,401,FALSE,FALSE
AF,1913,1,A321,LIN,12:20,CDG,14:50,401,FALSE,FALSE
AF,1918,1,B737-500,CDG,7:05,FRA,8:30,278,FALSE,FALSE
AF,1919,1,B737-500,FRA,10:00,CDG,11:20,278,FALSE,FALSE
AF,1924,1,A320,CDG,9:45,LIS,12:20,914,FALSE,FALSE
AF,1925,1,A320,LIS,13:30,CDG,16:00,914,FALSE,FALSE
AF,1926,1,A319,CDG,9:25,VCE,11:10,520,FALSE,FALSE
AF,1927,1,A319,VCE,12:55,CDG,13:45,520,FALSE,FALSE
AF,1944,1,A320,CDG,3:35,SVO,7:15,1526,FALSE,FALSE
AF,1945,1,A320,SVO,8:15,CDG,12:20,1526,FALSE,FALSE
AF,1948,1,A320,CDG,9:40,BCN,11:25,534,FALSE,FALSE
AF,1949,1,A320,BCN,12:20,CDG,14:15,534,FALSE,FALSE
AF,1968,1,B737-500,CDG,4:40,MAN,6:10,366,FALSE,FALSE
AF,1969,1,B737-500,MAN,7:10,CDG,8:35,366,FALSE,FALSE
AF,1970,1,A320,CDG,10:00,LHR,11:10,216,FALSE,FALSE
AF,1971,1,A320,LHR,12:00,CDG,13:10,216,FALSE,FALSE
AF,1982,1,A320,CDG,7:05,PRG,8:50,530,FALSE,FALSE
AF,1983,1,A320,PRG,10:50,CDG,11:35,530,FALSE,FALSE
AF,1984,1,A320,CDG,2:30,TUN,5:00,925,FALSE,FALSE
AF,1985,1,A320,TUN,6:00,CDG,8:35,925,FALSE,FALSE
AF,2000,1,A320,CDG,11:25,MAD,13:30,662,FALSE,FALSE
AF,2001,1,A320,MAD,14:20,CDG,16:30,662,FALSE,FALSE
AF,2002,1,A319,CDG,10:00,TRN,11:25,356,FALSE,FALSE
AF,2003,1,A319,TRN,12:25,CDG,14:55,356,FALSE,FALSE
AF,2008,1,BAE-146,CDG,6:45,STR,8:10,304,FALSE,FALSE
AF,2009,1,BAE-146,STR,10:15,CDG,11:40,304,FALSE,FALSE
AF,2014,1,A320,CDG,10:55,MXP,11:30,372,FALSE,FALSE
AF,2015,1,A320,MXP,12:30,CDG,14:00,372,FALSE,FALSE
AF,2022,1,A320,CDG,6:45,MUC,8:20,424,FALSE,FALSE
AF,2034,1,B737-500,CDG,7:15,TXL,9:00,529,FALSE,FALSE
AF,2035,1,B737-500,TXL,10:05,CDG,12:50,529,FALSE,FALSE
AF,2036,1,A319,CDG,11:15,OPO,13:30,766,FALSE,FALSE
AF,2037,1,A319,OPO,14:20,CDG,16:30,766,FALSE,FALSE
AF,2038,1,A321,CDG,10:15,VIE,12:15,644,FALSE,FALSE
AF,2039,1,A321,VIE,14:50,CDG,16:55,644,FALSE,FALSE
AF,2040,1,A320,CDG,9:40,AMS,10:50,248,FALSE,FALSE
AF,2041,1,A320,AMS,12:00,CDG,13:15,248,FALSE,FALSE
AF,2042,1,A321,CDG,6:00,GVA,7:10,254,FALSE,FALSE
AF,2043,1,A321,GVA,8:00,CDG,9:10,254,FALSE,FALSE
AF,2044,1,A320,CDG,6:00,SVO,10:55,1526,FALSE,FALSE
AF,2045,1,A320,SVO,0:50,CDG,4:45,1526,FALSE,FALSE
AF,2046,1,A319,CDG,3:35,WAW,6:50,835,FALSE,FALSE
AF,2047,1,A319,WAW,6:45,CDG,9:10,835,FALSE,FALSE
AF,2048,1,A320,CDG,11:45,BCN,13:30,534,FALSE,FALSE
AF,2049,1,A320,BCN,14:25,CDG,16:20,534,FALSE,FALSE
AF,2050,1,B737-500,CDG,4:10,CPH,6:05,624,FALSE,FALSE
AF,2051,1,B737-500,CPH,7:00,CDG,9:00,624,FALSE,FALSE
AF,2060,1,ERJ-145,CDG,3:45,VRN,5:20,464,FALSE,FALSE
AF,2061,1,ERJ-145,VRN,0:40,CDG,2:15,464,FALSE,FALSE
AF,2070,1,A320,CDG,11:00,LHR,12:10,216,FALSE,FALSE
AF,2071,1,A320,LHR,13:00,CDG,14:10,216,FALSE,FALSE
AF,2074,1,B737-500,CDG,3:35,OSL,6:55,844,FALSE,FALSE
AF,2075,1,B737-500,OSL,6:45,CDG,9:10,844,FALSE,FALSE
AF,2076,1,A320,CDG,7:15,VLC,9:15,675,FALSE,FALSE
AF,2077,1,A320,VLC,10:05,CDG,12:10,675,FALSE,FALSE
AF,2100,1,A320,CDG,13:10,MAD,15:15,662,FALSE,FALSE
AF,2101,1,A320,MAD,1:10,CDG,3:20,662,FALSE,FALSE
AF,2104,1,A320,CDG,9:35,FCO,11:40,684,FALSE,FALSE
AF,2105,1,A320,FCO,13:35,CDG,15:45,684,FALSE,FALSE
AF,2118,1,A320,CDG,9:25,FRA,10:50,278,FALSE,FALSE
AF,2119,1,A320,FRA,12:50,CDG,13:10,278,FALSE,FALSE
AF,2123,1,A320,MUC,10:25,CDG,12:10,424,FALSE,FALSE
AF,2124,1,A320,CDG,13:30,LIS,16:05,914,FALSE,FALSE
AF,2125,1,A320,LIS,2:40,CDG,5:10,914,FALSE,FALSE
AF,2128,1,B737-500,CDG,10:00,BLQ,11:40,517,FALSE,FALSE
AF,2129,1,B737-500,BLQ,12:45,CDG,14:30,517,FALSE,FALSE
AF,2130,1,A320,CDG,6:35,AGP,9:05,924,FALSE,FALSE
AF,2131,1,A320,AGP,10:05,CDG,12:35,924,FALSE,FALSE
AF,2140,1,B737-500,CDG,12:50,AMS,13:00,248,FALSE,FALSE
AF,2141,1,B737-500,AMS,14:00,CDG,15:15,248,FALSE,FALSE
AF,2142,1,A320,CDG,7:00,GVA,8:10,254,FALSE,FALSE
AF,2143,1,A320,GVA,10:30,CDG,11:40,254,FALSE,FALSE
AF,2144,1,A320,CDG,10:20,SVO,14:15,1526,FALSE,FALSE
AF,2145,1,A320,SVO,5:05,CDG,9:00,1526,FALSE,FALSE
AF,2148,1,A320,CDG,12:45,BCN,14:30,534,FALSE,FALSE
AF,2149,1,A320,BCN,2:50,CDG,3:45,534,FALSE,FALSE
AF,2166,1,ERJ-145,CDG,7:35,PSA,9:20,525,FALSE,FALSE
AF,2167,1,ERJ-145,PSA,10:05,CDG,12:50,525,FALSE,FALSE
AF,2170,1,A321,CDG,12:00,LHR,13:15,216,FALSE,FALSE
AF,2171,1,A321,LHR,14:15,CDG,15:25,216,FALSE,FALSE
AF,2172,1,ERJ-145,CDG,4:20,NCL,6:55,454,FALSE,FALSE
AF,2173,1,ERJ-145,NCL,7:50,CDG,8:25,454,FALSE,FALSE
AF,2178,1,A319,CDG,3:15,NAP,5:30,802,FALSE,FALSE
AF,2179,1,A319,NAP,6:30,CDG,8:50,802,FALSE,FALSE
AF,2202,1,A320,CDG,14:50,TRN,15:15,356,FALSE,FALSE
AF,2203,1,A320,TRN,1:05,CDG,2:35,356,FALSE,FALSE
AF,2206,1,A320,CDG,9:35,DUS,10:50,244,FALSE,FALSE
AF,2207,1,A320,DUS,11:45,CDG,13:00,244,FALSE,FALSE
AF,2210,1,B737-500,CDG,9:25,HAM,11:00,453,FALSE,FALSE
AF,2211,1,B737-500,HAM,12:50,CDG,13:25,453,FALSE,FALSE
AF,2214,1,A320,CDG,12:25,MXP,14:00,372,FALSE,FALSE
AF,2215,1,A320,MXP,15:55,CDG,16:25,372,FALSE,FALSE
AF,2218,1,B737-500,CDG,10:00,FRA,11:25,278,FALSE,FALSE
AF,2219,1,B737-500,FRA,12:30,CDG,14:50,278,FALSE,FALSE
AF,2226,1,B737-500,CDG,12:10,VCE,14:55,520,FALSE,FALSE
AF,2227,1,B737-500,VCE,14:40,CDG,16:30,520,FALSE,FALSE
AF,2240,1,B737-500,CDG,12:40,AMS,14:50,248,FALSE,FALSE
AF,2241,1,B737-500,AMS,14:45,CDG,16:00,248,FALSE,FALSE
AF,2244,1,A320,CDG,6:50,SVO,10:30,1526,FALSE,FALSE
AF,2245,1,A320,SVO,11:30,CDG,15:35,1526,FALSE,FALSE
AF,2268,1,A320,CDG,7:20,MAN,9:50,366,FALSE,FALSE
AF,2269,1,A320,MAN,10:15,CDG,11:40,366,FALSE,FALSE
AF,2270,1,B737-500,CDG,13:00,LHR,14:20,216,FALSE,FALSE
AF,2271,1,B737-500,LHR,15:15,CDG,16:25,216,FALSE,FALSE
AF,2277,1,A330,NOU,20:20,NRT,5:30,4339,FALSE,FALSE
AF,2278,1,A330,NRT,7:55,NOU,15:40,4339,FALSE,FALSE
AF,2291,1,A330,NOU,9:30,KIX,18:30,4402,FALSE,FALSE
AF,2292,1,A330,KIX,21:30,NOU,6:15,4402,FALSE,FALSE
AF,2294,1,A318,CDG,9:25,BUD,11:35,776,FALSE,FALSE
AF,2295,1,A318,BUD,12:30,CDG,14:50,776,FALSE,FALSE
AF,2298,1,A321,CDG,4:50,HEL,7:50,1179,FALSE,FALSE
AF,2299,1,A321,HEL,0:35,CDG,3:40,1179,FALSE,FALSE
AF,2300,1,A319,CDG,14:00,MAD,16:05,662,FALSE,FALSE
AF,2301,1,A319,MAD,2:00,CDG,4:10,662,FALSE,FALSE
AF,2304,1,A320,CDG,13:00,FCO,15:05,684,FALSE,FALSE
AF,2305,1,A320,FCO,1:20,CDG,3:30,684,FALSE,FALSE
AF,2308,1,B737-500,CDG,9:30,STR,10:50,304,FALSE,FALSE
AF,2309,1,B737-500,STR,11:35,CDG,13:55,304,FALSE,FALSE
AF,2318,1,B737-500,CDG,10:50,FRA,12:15,278,FALSE,FALSE
AF,2319,1,B737-500,FRA,13:05,CDG,14:25,278,FALSE,FALSE
AF,2322,1,A320,CDG,9:30,MUC,11:05,424,FALSE,FALSE
AF,2323,1,A320,MUC,12:50,CDG,13:35,424,FALSE,FALSE
AF,2328,1,B737-500,CDG,14:15,BLQ,16:55,517,FALSE,FALSE
AF,2332,1,A319,CDG,12:25,ATH,15:40,1305,FALSE,FALSE
AF,2333,1,A319,ATH,23:50,CDG,3:20,1305,FALSE,FALSE
AF,2334,1,A318,CDG,9:35,TXL,11:20,529,FALSE,FALSE
AF,2335,1,A318,TXL,12:10,CDG,14:55,529,FALSE,FALSE
AF,2342,1,A320,CDG,9:30,GVA,10:40,254,FALSE,FALSE
AF,2343,1,A320,GVA,11:30,CDG,12:40,254,FALSE,FALSE
AF,2346,1,B737-500,CDG,6:35,WAW,8:50,835,FALSE,FALSE
AF,2347,1,B737-500,WAW,9:40,CDG,12:05,835,FALSE,FALSE
AF,2348,1,A320,CDG,14:05,BCN,16:50,534,FALSE,FALSE
AF,2349,1,A320,BCN,1:10,CDG,3:05,534,FALSE,FALSE
AF,2350,1,B737-500,CDG,6:50,CPH,8:45,624,FALSE,FALSE
AF,2351,1,B737-500,CPH,9:40,CDG,11:40,624,FALSE,FALSE
AF,2370,1,A320,CDG,14:00,LHR,15:20,216,FALSE,FALSE
AF,2374,1,A319,CDG,6:35,OSL,9:55,844,FALSE,FALSE
AF,2375,1,A319,OSL,9:45,CDG,12:10,844,FALSE,FALSE
AF,2390,1,A320,CDG,13:55,IST,16:15,1391,FALSE,FALSE
AF,2391,1,A320,IST,2:05,CDG,6:50,1391,FALSE,FALSE
AF,2406,1,A320,CDG,12:30,DUS,13:45,244,FALSE,FALSE
AF,2407,1,A320,DUS,14:35,CDG,16:50,244,FALSE,FALSE
AF,2414,1,A320,CDG,15:00,MXP,16:35,372,FALSE,FALSE
AF,2415,1,A320,MXP,1:15,CDG,2:45,372,FALSE,FALSE
AF,2418,1,A319,CDG,12:20,FRA,13:45,278,FALSE,FALSE
AF,2419,1,A319,FRA,14:40,CDG,16:00,278,FALSE,FALSE
AF,2426,1,A319,CDG,15:00,VCE,16:45,520,FALSE,FALSE
AF,2427,1,A319,VCE,1:20,CDG,3:10,520,FALSE,FALSE
AF,2442,1,A320,CDG,10:30,GVA,11:40,254,FALSE,FALSE
AF,2443,1,A320,GVA,12:30,CDG,13:40,254,FALSE,FALSE
AF,2445,1,A320,SVO,11:55,CDG,14:40,1526,FALSE,FALSE
AF,2471,1,A320,LHR,1:45,CDG,3:05,216,FALSE,FALSE
AF,2482,1,A319,CDG,12:15,PRG,14:00,530,FALSE,FALSE
AF,2483,1,A319,PRG,14:45,CDG,16:30,530,FALSE,FALSE
AF,2496,1,A319,CDG,6:50,CMN,10:55,1201,FALSE,FALSE
AF,2497,1,A319,CMN,11:00,CDG,14:05,1201,FALSE,FALSE
AF,2508,1,A320,CDG,12:35,STR,14:55,304,FALSE,FALSE
AF,2509,1,A320,STR,14:45,CDG,16:05,304,FALSE,FALSE
AF,2510,1,A320,CDG,13:10,HAM,14:45,453,FALSE,FALSE
AF,2511,1,A320,HAM,1:10,CDG,2:45,453,FALSE,FALSE
AF,2518,1,ERJ-145,CDG,11:45,FRA,13:10,278,FALSE,FALSE
AF,2519,1,ERJ-145,FRA,13:45,CDG,15:05,278,FALSE,FALSE
AF,2522,1,A318,CDG,12:20,MUC,14:55,424,FALSE,FALSE
AF,2523,1,A320,MUC,14:45,CDG,16:30,424,FALSE,FALSE
AF,2534,1,A320,CDG,12:15,TXL,14:00,529,FALSE,FALSE
AF,2535,1,A320,TXL,14:45,CDG,16:30,529,FALSE,FALSE
AF,2542,1,A321,CDG,11:30,GVA,12:40,254,FALSE,FALSE
AF,2543,1,A321,GVA,13:30,CDG,14:40,254,FALSE,FALSE
AF,2544,1,A320,CDG,10:05,SVO,13:45,1526,FALSE,FALSE
AF,2545,1,A320,SVO,23:15,CDG,3:20,1526,FALSE,FALSE
AF,2568,1,A319,CDG,10:05,MAN,11:35,366,FALSE,FALSE
AF,2569,1,A319,MAN,12:25,CDG,14:50,366,FALSE,FALSE
AF,2570,1,BAE-146,CDG,13:30,LHR,15:50,216,FALSE,FALSE
AF,2571,1,BAE-146,LHR,15:45,CDG,17:55,216,FALSE,FALSE
AF,2584,1,A321,CDG,6:35,TUN,9:05,925,FALSE,FALSE
AF,2585,1,A321,TUN,10:05,CDG,12:40,925,FALSE,FALSE
AF,2621,1,B737-400,MAD,15:55,ORY,16:45,640,FALSE,FALSE
AF,2622,1,B737-400,ORY,1:10,MAD,3:05,640,FALSE,FALSE
AF,2623,1,B737-800,MAD,6:30,ORY,8:25,640,FALSE,FALSE
AF,2624,1,B737-800,ORY,9:30,MAD,11:20,640,FALSE,FALSE
AF,2625,1,B737-800,MAD,12:40,ORY,14:40,640,FALSE,FALSE
AF,2626,1,B737-800,ORY,15:40,MAD,17:35,640,FALSE,FALSE
AF,2627,1,B737-800,MAD,2:50,ORY,3:45,640,FALSE,FALSE
AF,2628,1,B737-800,ORY,4:45,MAD,6:35,640,FALSE,FALSE
AF,2638,1,A321,CDG,4:30,VIE,6:40,644,FALSE,FALSE
AF,2639,1,A321,VIE,1:20,CDG,3:30,644,FALSE,FALSE
AF,2650,1,CRJ-200,CDG,18:30,SZG,20:10,487,FALSE,FALSE
AF,2651,1,CRJ-200,SZG,7:50,CDG,9:25,487,FALSE,FALSE
AF,2652,1,A319,CDG,4:00,KBP,6:10,1264,FALSE,FALSE
AF,2653,1,A319,KBP,7:05,CDG,11:25,1264,FALSE,FALSE
AF,2670,1,A321,CDG,1:30,LHR,3:50,216,FALSE,FALSE
AF,2671,1,A321,LHR,3:45,CDG,5:55,216,FALSE,FALSE
AF,2686,1,A320,CDG,4:10,SOF,8:55,1091,FALSE,FALSE
AF,2687,1,A320,SOF,9:55,CDG,10:50,1091,FALSE,FALSE
AF,2688,1,A320,CDG,6:15,ZAG,8:10,671,FALSE,FALSE
AF,2689,1,A320,ZAG,3:15,CDG,5:20,671,FALSE,FALSE
AF,2698,1,A318,CDG,4:55,LED,7:15,1327,FALSE,FALSE
AF,2699,1,A318,LED,8:20,CDG,12:50,1327,FALSE,FALSE
AF,2738,1,A321,CDG,13:10,VIE,15:15,644,FALSE,FALSE
AF,2739,1,A321,VIE,10:00,CDG,12:10,644,FALSE,FALSE
AF,2750,1,CRJ-200,CDG,18:30,SZG,20:10,487,FALSE,FALSE
AF,2751,1,CRJ-200,SZG,16:20,CDG,18:00,487,FALSE,FALSE
AF,2786,1,A320,CDG,9:40,BEG,11:55,885,FALSE,FALSE
AF,2787,1,A320,BEG,12:45,CDG,15:10,885,FALSE,FALSE
AF,2838,1,A321,CDG,14:35,VIE,16:35,644,FALSE,FALSE
AF,2839,1,A321,VIE,11:30,CDG,13:40,644,FALSE,FALSE
AF,2898,1,A319,CDG,10:15,LED,13:35,1327,FALSE,FALSE
AF,2899,1,A319,LED,23:25,CDG,3:55,1327,FALSE,FALSE
AF,2944,1,A320,CDG,18:30,SVO,22:25,1526,FALSE,FALSE
AF,2945,1,A320,SVO,13:05,CDG,17:20,1526,FALSE,FALSE
AF,3000,1,BAE-146,CDG,1:40,BHX,3:20,303,FALSE,FALSE
AF,3001,1,BAE-146,BHX,1:30,CDG,3:05,303,FALSE,FALSE
AF,3002,1,BAE-146,CDG,3:45,BHX,5:15,303,FALSE,FALSE
AF,3002,2,BAE-146,BHX,8:55,GLA,9:10,260,FALSE,FALSE
AF,3003,1,BAE-146,GLA,1:30,BHX,2:45,260,FALSE,FALSE
AF,3003,2,BAE-146,BHX,4:00,CDG,5:30,303,FALSE,FALSE
AF,3004,1,BAE-146,CDG,6:10,BHX,7:40,303,FALSE,FALSE
AF,3007,1,BAE-146,GLA,6:05,BHX,7:20,260,FALSE,FALSE
AF,3007,2,BAE-146,BHX,8:30,CDG,10:50,303,FALSE,FALSE
AF,3008,1,BAE-146,CDG,10:30,BHX,12:00,303,FALSE,FALSE
AF,3008,2,BAE-146,BHX,13:25,GLA,14:40,260,FALSE,FALSE
AF,3009,1,BAE-146,BHX,10:30,CDG,12:00,303,FALSE,FALSE
AF,3010,1,BAE-146,CDG,12:40,BHX,14:10,303,FALSE,FALSE
AF,3010,2,BAE-146,BHX,15:15,GLA,16:30,260,FALSE,FALSE
AF,3011,1,BAE-146,GLA,10:00,BHX,11:10,260,FALSE,FALSE
AF,3011,2,BAE-146,BHX,12:40,CDG,14:00,303,FALSE,FALSE
AF,3012,1,BAE-146,CDG,14:40,BHX,16:05,303,FALSE,FALSE
AF,3013,1,BAE-146,BHX,15:50,CDG,16:10,303,FALSE,FALSE
AF,3100,1,EMB-120,RNS,1:55,BOD,2:55,229,FALSE,FALSE
AF,3102,1,ERJ-145,CDG,2:50,LJU,4:40,587,FALSE,FALSE
AF,3103,1,ERJ-145,LJU,5:15,CDG,7:05,587,FALSE,FALSE
AF,3104,1,ERJ-145,CDG,8:50,LJU,9:40,587,FALSE,FALSE
AF,3105,1,ERJ-145,LJU,10:15,CDG,12:05,587,FALSE,FALSE
AF,3109,1,EMB-120,BOD,15:55,RNS,16:00,229,FALSE,FALSE
AF,3110,1,EMB-120,RNS,9:25,BOD,10:25,229,FALSE,FALSE
AF,3111,1,S2000,BIQ,0:35,CFE,1:40,281,FALSE,FALSE
AF,3112,1,S2000,CFE,6:40,BIQ,7:45,281,FALSE,FALSE
AF,3115,1,S2000,BIQ,9:05,CFE,10:10,281,FALSE,FALSE
AF,3116,1,S2000,CFE,15:05,BIQ,16:10,281,FALSE,FALSE
AF,3119,1,EMB-120,BOD,6:20,RNS,7:25,229,FALSE,FALSE
AF,3120,1,EMB-120,BOD,2:40,NTE,3:30,196,FALSE,FALSE
AF,3121,1,ERJ-135,NTE,1:05,BOD,2:50,196,FALSE,FALSE
AF,3122,1,ERJ-135,BOD,6:25,NTE,7:10,196,FALSE,FALSE
AF,3123,1,EMB-120,NTE,4:50,BOD,5:40,196,FALSE,FALSE
AF,3124,1,EMB-120,BOD,11:15,NTE,12:05,196,FALSE,FALSE
AF,3125,1,ERJ-135,NTE,9:40,BOD,10:25,196,FALSE,FALSE
AF,3126,1,ERJ-135,BOD,14:30,NTE,15:15,196,FALSE,FALSE
AF,3127,1,EMB-120,NTE,13:00,BOD,14:50,196,FALSE,FALSE
AF,3128,1,ERJ-135,TLS,4:40,GVA,5:45,294,FALSE,FALSE
AF,3129,1,ERJ-135,GVA,6:20,TLS,7:25,294,FALSE,FALSE
AF,3131,1,ERJ-145,LIL,0:30,BOD,2:50,434,FALSE,FALSE
AF,3132,1,ERJ-145,BOD,2:25,LIL,3:45,434,FALSE,FALSE
AF,3133,1,ERJ-135,LIL,12:25,BOD,13:45,434,FALSE,FALSE
AF,3134,1,ERJ-135,BOD,10:35,LIL,12:55,434,FALSE,FALSE
AF,3135,1,ERJ-145,LIL,13:00,BOD,14:20,434,FALSE,FALSE
AF,3136,1,ERJ-145,BOD,15:55,LIL,16:15,434,FALSE,FALSE
AF,3138,1,ATR-72,NTE,8:35,GVA,10:05,223,FALSE,FALSE
AF,3139,1,ERJ-145,GVA,7:00,NTE,8:20,223,FALSE,FALSE
AF,3141,1,ERJ-135,LIL,0:45,NTE,2:55,245,FALSE,FALSE
AF,3142,1,ERJ-135,NTE,2:30,LIL,3:35,245,FALSE,FALSE
AF,3143,1,ERJ-135,LIL,12:55,NTE,13:05,245,FALSE,FALSE
AF,3144,1,ERJ-135,NTE,13:40,LIL,14:45,245,FALSE,FALSE
AF,3145,1,ERJ-135,LIL,8:20,NTE,9:30,245,FALSE,FALSE
AF,3146,1,ERJ-135,NTE,10:00,LIL,11:05,245,FALSE,FALSE
AF,3153,1,S2000,CFE,3:10,NCE,4:10,247,FALSE,FALSE
AF,3154,1,S2000,NCE,6:25,CFE,7:25,247,FALSE,FALSE
AF,3157,1,EMB-120,CFE,11:55,NCE,12:05,247,FALSE,FALSE
AF,3158,1,EMB-120,NCE,13:15,CFE,14:25,247,FALSE,FALSE
AF,3160,1,F70,LIL,4:30,BOD,6:50,434,FALSE,FALSE
