AIRLINE,NUMBER,LEG,EQTYPE,FROM,DTIME,TO,ATIME,DISTANCE,HISTORIC,PURGE
AI,9807,1,MD-88,MXP,8:25,CDG,10:00,372,FALSE,FALSE
AI,9808,1,MD-88,CDG,12:50,MXP,13:35,372,FALSE,FALSE
AI,9812,1,MD-88,CDG,14:25,LIN,16:05,401,FALSE,FALSE
AI,9813,1,MD-88,LIN,13:45,CDG,15:15,401,FALSE,FALSE
AI,9817,1,A321,MXP,14:10,CDG,15:45,372,FALSE,FALSE
AI,9830,1,A321,CDG,2:50,FCO,4:55,684,FALSE,FALSE
AI,9831,1,A321,FCO,1:00,CDG,3:10,684,FALSE,FALSE
AI,9833,1,A321,FCO,3:10,CDG,5:20,684,FALSE,FALSE
AI,9834,1,A321,CDG,8:00,FCO,10:05,684,FALSE,FALSE
AI,9835,1,A321,FCO,4:50,CDG,7:00,684,FALSE,FALSE
AI,9836,1,MD-88,CDG,10:15,FCO,12:25,684,FALSE,FALSE
AI,9840,1,MD-88,CDG,12:25,FCO,14:35,684,FALSE,FALSE
AI,9841,1,MD-88,FCO,11:55,CDG,13:05,684,FALSE,FALSE
AI,9842,1,MD-88,CDG,14:55,FCO,16:05,684,FALSE,FALSE
AI,9843,1,A321,FCO,12:00,CDG,14:10,684,FALSE,FALSE
AI,9844,1,A321,CDG,15:00,FCO,17:05,684,FALSE,FALSE
AI,9845,1,MD-88,FCO,9:25,CDG,11:35,684,FALSE,FALSE
AI,9846,1,A321,CDG,6:35,FCO,8:40,684,FALSE,FALSE
AI,9847,1,A321,FCO,15:15,CDG,17:25,684,FALSE,FALSE
AI,9850,1,ATR-72,MXP,3:35,TRS,5:10,229,FALSE,FALSE
AI,9851,1,ATR-72,TRS,6:50,MXP,7:20,229,FALSE,FALSE
AI,9852,1,ATR-72,MXP,9:05,TRS,10:35,229,FALSE,FALSE
AI,9853,1,ATR-72,TRS,11:05,MXP,12:40,229,FALSE,FALSE
AI,9854,1,ATR-72,MXP,4:05,AOI,5:30,267,FALSE,FALSE
AI,9855,1,A321,CTA,13:20,FCO,14:40,336,FALSE,FALSE
AI,9856,1,MD-88,MXP,3:25,SUF,5:15,603,FALSE,FALSE
AI,9857,1,MD-88,BDS,13:10,FCO,14:25,238,FALSE,FALSE
AI,9858,1,MD-88,FCO,3:20,BDS,4:35,238,FALSE,FALSE
AI,9860,1,MD-88,FCO,3:40,SUF,4:50,291,FALSE,FALSE
AI,9861,1,MD-88,SUF,13:00,FCO,14:15,291,FALSE,FALSE
AI,9870,1,ATR-72,NCE,6:55,MXP,7:00,155,FALSE,FALSE
AI,9871,1,ATR-72,MXP,4:10,NCE,5:15,155,FALSE,FALSE
AI,9874,1,ATR-72,NCE,1:45,MXP,2:50,155,FALSE,FALSE
AI,9875,1,ATR-72,MXP,15:00,NCE,16:10,155,FALSE,FALSE
AI,9881,1,MD-88,FCO,3:05,NCE,4:20,286,FALSE,FALSE
AI,9884,1,MD-88,NCE,5:10,FCO,6:20,286,FALSE,FALSE
AI,9885,1,MD-88,FCO,11:10,NCE,12:25,286,FALSE,FALSE
AI,9886,1,MD-88,NCE,13:10,FCO,14:20,286,FALSE,FALSE
AI,9890,1,ATR-72,MRS,1:15,MXP,2:40,230,FALSE,FALSE
AI,9891,1,ATR-72,MXP,3:25,MRS,5:55,230,FALSE,FALSE
AI,9892,1,ATR-72,MRS,5:40,MXP,7:05,230,FALSE,FALSE
AI,9893,1,ATR-72,MXP,9:10,MRS,10:40,230,FALSE,FALSE
AI,9894,1,ATR-72,MRS,11:20,MXP,12:45,230,FALSE,FALSE
AI,9895,1,ATR-72,MXP,14:45,MRS,16:15,230,FALSE,FALSE
AI,9896,1,MD-88,FCO,3:10,TRS,4:25,284,FALSE,FALSE
AI,9897,1,MD-88,TRS,1:00,FCO,2:10,284,FALSE,FALSE
AI,9898,1,MD-88,FCO,11:20,TRS,12:35,284,FALSE,FALSE
AI,9899,1,MD-88,TRS,5:05,FCO,6:15,284,FALSE,FALSE
AI,9900,1,MD-88,FCO,15:40,TRS,17:55,284,FALSE,FALSE
AI,9901,1,MD-88,TRS,13:20,FCO,14:30,284,FALSE,FALSE
AI,9902,1,ATR-72,MXP,14:35,TRS,16:10,229,FALSE,FALSE
AI,9903,1,ATR-72,TRS,0:20,MXP,2:55,229,FALSE,FALSE
AI,9905,1,MD-88,CTA,0:40,FCO,2:00,336,FALSE,FALSE
AI,9906,1,A321,FCO,7:00,CTA,8:15,336,FALSE,FALSE
AI,9907,1,MD-88,CTA,1:15,FCO,2:35,336,FALSE,FALSE
AI,9910,1,A321,FCO,4:50,CTA,5:05,336,FALSE,FALSE
AI,9911,1,MD-88,CTA,4:45,FCO,6:05,336,FALSE,FALSE
AI,9913,1,A321,CTA,6:45,FCO,8:05,336,FALSE,FALSE
AI,9914,1,A321,FCO,11:15,CTA,12:30,336,FALSE,FALSE
AI,9916,1,MD-88,FCO,13:10,CTA,14:25,336,FALSE,FALSE
AI,9917,1,A321,CTA,9:05,FCO,10:25,336,FALSE,FALSE
AI,9919,1,A321,CTA,11:05,FCO,12:25,336,FALSE,FALSE
AI,9922,1,A321,MXP,4:55,CTA,6:50,653,FALSE,FALSE
AI,9923,1,A321,CTA,0:30,MXP,2:30,653,FALSE,FALSE
AI,9924,1,A321,MXP,8:45,CTA,10:40,653,FALSE,FALSE
AI,9927,1,A321,CTA,6:55,MXP,8:55,653,FALSE,FALSE
AI,9928,1,A321,MXP,15:10,CTA,17:05,653,FALSE,FALSE
AI,9930,1,A321,BRI,0:45,FCO,2:00,238,FALSE,FALSE
AI,9931,1,A321,CTA,11:30,MXP,13:30,653,FALSE,FALSE
AI,9933,1,MD-88,BRI,5:05,FCO,6:10,238,FALSE,FALSE
AI,9934,1,MD-88,FCO,7:15,BRI,8:20,238,FALSE,FALSE
AI,9936,1,MD-88,FCO,11:15,BRI,12:20,238,FALSE,FALSE
AI,9937,1,MD-88,BRI,9:00,FCO,10:05,238,FALSE,FALSE
AI,9939,1,MD-88,BRI,13:10,FCO,14:15,238,FALSE,FALSE
AI,9940,1,A321,FCO,15:40,BRI,16:45,238,FALSE,FALSE
AI,9942,1,A320,MXP,3:45,BRI,5:25,509,FALSE,FALSE
AI,9943,1,MD-88,BRI,0:20,MXP,2:05,509,FALSE,FALSE
AI,9944,1,MD-88,MXP,9:00,BRI,10:40,509,FALSE,FALSE
AI,9945,1,A320,BRI,6:15,MXP,8:55,509,FALSE,FALSE
AI,9946,1,MD-88,MXP,15:10,BRI,16:50,509,FALSE,FALSE
AI,9947,1,MD-88,BRI,11:20,MXP,13:05,509,FALSE,FALSE
AI,9948,1,MD-88,FCO,4:45,PMO,6:55,255,FALSE,FALSE
AI,9950,1,MD-88,FCO,7:10,PMO,8:20,255,FALSE,FALSE
AI,9951,1,MD-88,PMO,0:50,FCO,2:00,255,FALSE,FALSE
AI,9952,1,MD-88,FCO,9:55,PMO,10:05,255,FALSE,FALSE
AI,9953,1,A320,PMO,3:00,FCO,4:10,255,FALSE,FALSE
AI,9955,1,A320,PMO,5:00,FCO,6:10,255,FALSE,FALSE
AI,9956,1,A321,FCO,11:15,PMO,12:25,255,FALSE,FALSE
AI,9958,1,A320,FCO,13:15,PMO,14:25,255,FALSE,FALSE
AI,9959,1,MD-88,PMO,6:40,FCO,8:50,255,FALSE,FALSE
AI,9960,1,MD-88,FCO,15:40,PMO,16:50,255,FALSE,FALSE
AI,9961,1,MD-88,PMO,9:00,FCO,10:10,255,FALSE,FALSE
AI,9963,1,MD-88,PMO,10:45,FCO,12:55,255,FALSE,FALSE
AI,9964,1,MD-88,MXP,3:30,PMO,5:15,562,FALSE,FALSE
AI,9965,1,A321,PMO,13:15,FCO,14:25,255,FALSE,FALSE
AI,9966,1,MD-88,MXP,8:45,PMO,10:30,562,FALSE,FALSE
AI,9967,1,A321,PMO,0:30,MXP,2:15,562,FALSE,FALSE
AI,9968,1,A321,MXP,15:10,PMO,17:55,562,FALSE,FALSE
AI,9969,1,MD-88,PMO,6:55,MXP,7:40,562,FALSE,FALSE
AI,9971,1,MD-88,PMO,11:10,MXP,13:55,562,FALSE,FALSE
AI,9972,1,ATR-72,FCO,3:40,AOI,4:45,137,FALSE,FALSE
AI,9973,1,ATR-72,AOI,1:25,FCO,2:25,137,FALSE,FALSE
AI,9974,1,ATR-72,FCO,15:40,AOI,16:45,137,FALSE,FALSE
AI,9975,1,ATR-72,AOI,5:15,FCO,6:15,137,FALSE,FALSE
AI,9976,1,ATR-72,MXP,9:00,AOI,10:25,267,FALSE,FALSE
AI,9978,1,ATR-72,MXP,14:15,AOI,15:40,267,FALSE,FALSE
AI,9980,1,MD-88,FCO,7:00,BDS,8:15,238,FALSE,FALSE
AI,9981,1,ATR-72,AOI,0:20,MXP,2:55,267,FALSE,FALSE
AI,9982,1,MD-88,FCO,11:15,BDS,12:30,238,FALSE,FALSE
AI,9983,1,ATR-72,AOI,6:00,MXP,7:35,267,FALSE,FALSE
AI,9984,1,MD-88,FCO,15:20,BDS,16:35,238,FALSE,FALSE
AI,9985,1,ATR-72,AOI,11:00,MXP,12:35,267,FALSE,FALSE
AI,9986,1,MD-88,MXP,14:40,BDS,16:30,509,FALSE,FALSE
AI,9987,1,MD-88,BDS,0:50,FCO,2:10,238,FALSE,FALSE
AI,9988,1,MD-88,FCO,7:00,SUF,8:10,291,FALSE,FALSE
AI,9989,1,MD-88,BDS,5:15,FCO,6:30,238,FALSE,FALSE
AI,9990,1,MD-88,FCO,11:10,SUF,12:20,291,FALSE,FALSE
AI,9991,1,MD-88,BDS,9:55,FCO,10:10,238,FALSE,FALSE
AI,9992,1,MD-88,FCO,15:25,SUF,16:35,291,FALSE,FALSE
AI,9993,1,MD-88,BDS,0:20,MXP,2:05,509,FALSE,FALSE
AI,9994,1,MD-88,MXP,14:15,SUF,16:05,603,FALSE,FALSE
AI,9995,1,MD-88,SUF,0:40,FCO,2:55,291,FALSE,FALSE
AI,9996,1,MD-88,SUF,0:15,MXP,2:05,603,FALSE,FALSE
AI,9997,1,MD-88,SUF,5:30,FCO,6:45,291,FALSE,FALSE
AI,9998,1,MD-88,SUF,6:55,MXP,7:45,603,FALSE,FALSE
AI,9999,1,MD-88,SUF,8:50,FCO,10:05,291,FALSE,FALSE
CZ,104,1,B777-200,CDG,6:00,CAN,17:30,5892,FALSE,FALSE
CZ,105,1,B777-200,CAN,11:50,CDG,0:40,5892,FALSE,FALSE
KAL,261,1,B747-400,ICN,23:30,CDG,11:25,5552,FALSE,FALSE
KAL,262,1,B747-400,CDG,15:20,ICN,2:15,5552,FALSE,FALSE
MX,432,1,B767-200,CDG,4:40,MEX,17:35,5721,FALSE,FALSE
MX,437,1,B767-200,MEX,15:25,CDG,2:30,5721,FALSE,FALSE
MX,8100,1,MD-88,MEX,20:30,ACA,21:20,191,FALSE,FALSE
MX,8101,1,MD-88,ACA,13:55,MEX,13:50,191,FALSE,FALSE
MX,8102,1,MD-88,MEX,22:15,BJX,23:10,190,FALSE,FALSE
MX,8103,1,MD-88,ACA,17:50,MEX,17:50,191,FALSE,FALSE
MX,8107,1,MD-88,BJX,9:50,MEX,10:45,190,FALSE,FALSE
MX,8109,1,MD-88,CUN,12:25,MEX,14:45,799,FALSE,FALSE
MX,8114,1,MD-88,MEX,19:59,MTY,20:20,444,FALSE,FALSE
MX,8115,1,MD-88,GDL,13:30,MEX,14:40,286,FALSE,FALSE
MX,8117,1,MD-88,CUN,15:30,MEX,17:50,799,FALSE,FALSE
MX,8118,1,MD-88,MEX,23:30,PVR,1:50,411,FALSE,FALSE
MX,8119,1,MD-88,GDL,19:59,MEX,20:10,286,FALSE,FALSE
MX,8122,1,MD-88,MEX,20:00,GDL,21:05,286,FALSE,FALSE
MX,8123,1,MD-88,MID,11:05,MEX,13:55,620,FALSE,FALSE
MX,8126,1,MD-88,MEX,19:59,GDL,20:05,286,FALSE,FALSE
MX,8127,1,MD-88,MTY,12:00,MEX,13:30,444,FALSE,FALSE
MX,8128,1,MD-88,MEX,21:00,MTY,22:20,444,FALSE,FALSE
MX,8131,1,MD-88,MTY,20:00,MEX,21:30,444,FALSE,FALSE
MX,8133,1,MD-88,MTY,19:30,MEX,21:00,444,FALSE,FALSE
MX,8139,1,MD-88,GDL,18:00,MEX,19:10,286,FALSE,FALSE
OK,4900,1,B737-400,CDG,4:55,PRG,5:40,530,FALSE,FALSE
OK,4901,1,B737-400,PRG,1:15,CDG,3:05,530,FALSE,FALSE
OK,4902,1,B737-400,CDG,9:45,PRG,11:35,530,FALSE,FALSE
OK,4903,1,B737-400,PRG,7:05,CDG,9:55,530,FALSE,FALSE
OK,4904,1,B737-400,CDG,14:45,PRG,16:30,530,FALSE,FALSE
OK,4905,1,B737-400,PRG,12:05,CDG,14:55,530,FALSE,FALSE
OK,4906,1,B737-500,CDG,13:00,PRG,14:45,530,FALSE,FALSE
OK,4907,1,B737-500,PRG,10:30,CDG,12:20,530,FALSE,FALSE
OK,4910,1,ATR-72,PRG,6:35,BTS,7:35,189,FALSE,FALSE
OK,4911,1,ATR-72,BTS,4:25,PRG,5:25,189,FALSE,FALSE
OK,4912,1,ATR-42,PRG,15:45,BTS,16:45,189,FALSE,FALSE
OK,4913,1,ATR-72,BTS,8:25,PRG,9:25,189,FALSE,FALSE
OK,4915,1,ATR-42,BTS,23:30,PRG,0:30,189,FALSE,FALSE
OK,4917,1,ATR-42,BTS,12:30,PRG,13:30,189,FALSE,FALSE
OK,4918,1,ATR-42,PRG,11:00,BTS,12:00,189,FALSE,FALSE
OK,4919,1,ATR-42,SLD,8:10,PRG,9:25,220,FALSE,FALSE
OK,4920,1,ATR-42,PRG,6:25,SLD,7:35,220,FALSE,FALSE
OK,4921,1,B737-500,TLL,1:05,PRG,3:15,768,FALSE,FALSE
OK,4922,1,B737-500,PRG,13:30,TLL,15:40,768,FALSE,FALSE
OK,4924,1,ATR-72,PRG,6:25,KSC,8:55,330,FALSE,FALSE
OK,4925,1,ATR-72,KSC,8:25,PRG,10:00,330,FALSE,FALSE
OK,4926,1,ATR-72,PRG,15:45,KSC,17:15,330,FALSE,FALSE
OK,4927,1,B737-500,TLL,8:20,PRG,10:30,768,FALSE,FALSE
OK,4928,1,B737-500,PRG,5:30,TLL,7:40,768,FALSE,FALSE
OK,4929,1,ATR-72,KSC,23:05,PRG,0:40,330,FALSE,FALSE
OK,4930,1,ATR-42,PRG,16:50,OSR,16:50,174,FALSE,FALSE
OK,4931,1,ATR-42,OSR,23:05,PRG,0:05,174,FALSE,FALSE
OK,4932,1,ATR-42,PRG,6:50,OSR,8:50,174,FALSE,FALSE
OK,4933,1,ATR-42,OSR,4:35,PRG,5:35,174,FALSE,FALSE
OK,4934,1,ATR-42,PRG,11:30,OSR,12:30,174,FALSE,FALSE
OK,4935,1,ATR-42,OSR,8:25,PRG,9:25,174,FALSE,FALSE
OK,4937,1,ATR-42,OSR,13:55,PRG,14:55,174,FALSE,FALSE
OK,4938,1,B737-400,PRG,5:45,RIX,7:30,617,FALSE,FALSE
OK,4939,1,B737-400,RIX,8:15,PRG,10:05,617,FALSE,FALSE
OK,4940,1,B737-500,PRG,13:10,RIX,15:55,617,FALSE,FALSE
OK,4941,1,B737-500,RIX,0:00,PRG,2:55,617,FALSE,FALSE
OK,4942,1,B737-500,PRG,13:05,VNO,14:40,560,FALSE,FALSE
OK,4943,1,B737-500,VNO,8:20,PRG,10:05,560,FALSE,FALSE
OK,4944,1,B737-500,PRG,6:00,VNO,7:35,560,FALSE,FALSE
OK,4945,1,B737-500,VNO,1:30,PRG,3:15,560,FALSE,FALSE
OK,4946,1,ATR-42,PRG,6:20,LUX,8:00,360,FALSE,FALSE
OK,4947,1,ATR-42,LUX,8:30,PRG,10:10,360,FALSE,FALSE
OK,4948,1,B737-500,PRG,13:10,MRS,15:10,629,FALSE,FALSE
OK,4948,2,B737-500,MRS,16:55,BCN,17:55,218,FALSE,FALSE
OK,4949,1,B737-500,BCN,1:15,MRS,2:15,218,FALSE,FALSE
OK,4949,2,B737-500,MRS,3:00,PRG,5:55,629,FALSE,FALSE
OK,4950,1,ATR-72,PRG,11:05,WAW,12:40,324,FALSE,FALSE
OK,4951,1,B737-500,WAW,4:30,PRG,5:40,324,FALSE,FALSE
OK,4952,1,ATR-72,PRG,6:25,WAW,8:00,324,FALSE,FALSE
OK,4953,1,ATR-72,WAW,13:15,PRG,15:55,324,FALSE,FALSE
OK,4954,1,ATR-42,PRG,13:10,KRK,14:15,245,FALSE,FALSE
OK,4955,1,ATR-72,WAW,8:35,PRG,10:15,324,FALSE,FALSE
OK,4956,1,ATR-42,PRG,6:40,KRK,8:55,245,FALSE,FALSE
OK,4957,1,ATR-42,KRK,2:10,PRG,3:30,245,FALSE,FALSE
OK,4959,1,ATR-42,KRK,8:30,PRG,10:50,245,FALSE,FALSE
OK,4960,1,B737-400,PRG,16:55,LCA,19:20,1435,FALSE,FALSE
OK,4975,1,B737-400,LCA,20:15,PRG,0:00,1435,FALSE,FALSE
