"","","1 345  ","DAY","1410","ACY","1745","DL5029","CR2","Y","1","CVG","3:35","J"
"","","      7","DAY","1436","ACY","1745","DL5029","CR2","Y","1","CVG","3:09","J"
"","","1 345  ","DAY","1410","CVG","1455","DL5029","CR2","Y","0","","0:45","J"
"","","      7","DAY","1436","CVG","1521","DL5029","CR2","Y","0","","0:45","J"
"","","12345 7","CVG","1605","ACY","1745","DL5029","CR2","Y","0","","1:40","J"
