"02-Apr","","1234567","ATL","1411","HNL","2059","DL263","764","FY","1","LAX","12:48","J"
"","01-Apr","     6 ","ATL","1411","LAX","1554","DL263","764","FY","0","","4:43","J"
"","01-Apr","     6 ","LAX","1754","HNL","2148","DL263","764","FY","0","","5:54","J"
"02-Apr","","1234567","LAX","1805","HNL","2059","DL263","764","FY","0","","5:54","J"
