"From","To","Days","Dep.","time","Arr.","time","Flightnumber","A/C","Class","stops","via","FlightTime","ServiceType"
"06-Jun","29-Jun","1234567","ABE","0600","ATL","0805","DL4620*","CRJ","Y",0,"","2:05","J"
"30-Jun","","1234567","ABE","0615","ATL","0820","DL5217*","CRJ","Y",0,"","2:05","J"
"","07-Jun"," 23    ","ABE","1111","ATL","1319","DL4282*","CR2","Y",0,"","2:08","J"
"08-Jun","30-Jun","1234567","ABE","1130","ATL","1338","DL4282*","CRJ","Y",0,"","2:08","J"
"01-Jul","","1234567","ABE","1138","ATL","1346","DL4282*","CRJ","Y",0,"","2:08","J"
"08-Jun","","1234567","ABE","1626","ATL","1837","DL4838*","CRJ","Y",0,"","2:11","J"
"","07-Jun"," 23    ","ABE","1735","ATL","1946","DL4838*","CRJ","Y",0,"","2:11","J"
"08-Jun","03-Jul","1234567","ABE","1930","ATL","2140","DL4543*","CRJ","Y",0,"","2:10","J"
"05-Jul","","1234567","ABE","1930","ATL","2140","DL4543*","CRJ","Y",0,"","2:10","J"
"TO","Charlotte   (CLT)  (Douglas Airport)"
"08-Jun","08-Jun","   4   ","ABE","0605","CLT","0951","DL5448*","CR2","Y",1,"CVG","3:46","J"
"09-Jun","03-Jul","123456 ","ABE","0605","CLT","0951","DL5448*","CRJ","Y",1,"CVG","3:46","J"
"05-Jul","","123456 ","ABE","0605","CLT","0951","DL5448*","CRJ","Y",1,"CVG","3:46","J"
"TO","Cincinnati   (CVG)  (Cincinnati/Northern Kentucky Airport)"
"08-Jun","08-Jun","   4   ","ABE","0605","CVG","0741","DL5448*","CR2","Y",0,"","1:36","J"
"09-Jun","03-Jul","123456 ","ABE","0605","CVG","0741","DL5448*","CRJ","Y",0,"","1:36","J"
"05-Jul","","123456 ","ABE","0605","CVG","0741","DL5448*","CRJ","Y",0,"","1:36","J"
"","07-Jun"," 23    ","ABE","0605","CVG","0745","DL5448*","CR2","Y",0,"","1:40","J"
"08-Jun","03-Jul","123456 ","ABE","1005","CVG","1140","DL5653*","CRJ","Y",0,"","1:35","J"
"11-Jun","02-Jul","      7","ABE","1005","CVG","1140","DL5296*","CRJ","Y",0,"","1:35","J"
"04-Jul","09-Jul"," 2    7","ABE","1005","CVG","1140","DL5296*","CRJ","Y",0,"","1:35","J"
"05-Jul","","123456 ","ABE","1005","CVG","1140","DL5653*","CRJ","Y",0,"","1:35","J"
"16-Jul","","      7","ABE","1005","CVG","1140","DL5296*","CRJ","Y",0,"","1:35","J"
"","07-Jun","  3    ","ABE","1005","CVG","1200","DL5296*","CRJ","Y",0,"","1:55","J"
"02-Jul","09-Jul"," 2345 7","ABE","1736","CVG","1912","DL5335*","CRJ","Y",0,"","1:36","J"
"10-Jul","","12345 7","ABE","1736","CVG","1912","DL5335*","CRJ","Y",0,"","1:36","J"
"08-Jun","30-Jun","12345 7","ABE","1740","CVG","1916","DL5767*","CRJ","Y",0,"","1:36","J"
"","07-Jun"," 23    ","ABE","1740","CVG","1920","DL5767*","CRJ","Y",0,"","1:40","J"
"TO","Detroit   (DTT)  (DTW-Wayne County Airport)"
"11-Jun","25-Jun","      7","ABE","1005","DTW","1338","DL5296*","CRJ","Y",1,"CVG","3:33","J"
"TO","Greenville   (GSP)  (Greenville-Spartanburg Airport)"
"11-Jul",""," 2     ","ABE","0645","GSP","1033","DL2254*","ER3","Y",1,"CLE","3:48","J"
"TO","Mobile   (MOB)  (Mobile Municipal Airport)"
"08-Jun","28-Jun","12345 7","ABE","0600","MOB","0906","DL4620*","CRJ","Y",1,"ATL","4:06","J"
"29-Jun","29-Jun","   4   ","ABE","0600","MOB","0915","DL4620*","CRJ","Y",1,"ATL","4:15","J"
""
""
"FROM","Amarillo (AMA)"
"TO","Gulfport   (GPT)  (Biloxi Regional Airport)"
"08-Jun","30-Jun","12345 7","AMA","1327","GPT","1722","DL2159*","ERJ","Y",1,"IAH","3:55","J"
"02-Jul","","12345 7","AMA","1327","GPT","1723","DL2159*","ERJ","Y",1,"IAH","3:56","J"
"","07-Jun"," 23    ","AMA","1330","GPT","1727","DL2159*","ERJ","Y",1,"IAH","3:57","J"
"TO","Huntsville   (HSV)  (Huntsville International Airport)"
"08-Jun","30-Jun","12345 7","AMA","1625","HSV","2042","DL3327*","ERJ","Y",1,"IAH","4:17","J"
"02-Jul","","12345 7","AMA","1625","HSV","2043","DL3327*","ERJ","Y",1,"IAH","4:18","J"
"","07-Jun"," 23    ","AMA","1627","HSV","2041","DL3327*","ERJ","Y",1,"IAH","4:14","J"
""
""
"FROM","Amsterdam (AMS)"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"06-Jun","","1234567","AMS","1020","ATL","1400","DL39","767","JY",0,"","9:40","J"
"TO","Cincinnati   (CVG)  (Cincinnati/Northern Kentucky Airport)"
"06-Jun","","1234567","AMS","1300","CVG","1605","DL45","767","JY",0,"","9:05","J"
"TO","New York   (NYC)  (JFK-John F. Kennedy International Airport)"
"06-Jun","","1234567","AMS","1050","JFK","1300","DL81","767","JY",0,"","8:10","J"
""
""
"FROM","Anchorage (ANC)"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"","07-Jun"," 23    ","ANC","2110","ATL","0809+1","DL1868","763","FY",0,"","6:59","J"
"08-Jun","","1234567","ANC","2135","ATL","0835+1","DL1014","763","FY",0,"","7:00","J"
"TO","Cincinnati   (CVG)  (Cincinnati/Northern Kentucky Airport)"
"08-Jun","","1234567","ANC","0045","CVG","1349","DL792","757","FY",1,"SLC","9:04","J"
"08-Jun","02-Jul","12345 7","ANC","2010","CVG","0640+1","DL762","757","FY",0,"","6:30","J"
"04-Jul","","12345 7","ANC","2010","CVG","0640+1","DL762","757","FY",0,"","6:30","J"
"10-Jun","01-Jul","     6 ","ANC","2300","CVG","0930+1","DL762","757","FY",0,"","6:30","J"
"03-Jul","08-Jul","1    6 ","ANC","2300","CVG","0930+1","DL762","757","FY",0,"","6:30","J"
"15-Jul","","     6 ","ANC","2300","CVG","0930+1","DL762","757","FY",0,"","6:30","J"
"TO","Dallas   (DFW)  (Dallas/Ft. Worth International Airport)"
"06-Jun","","1234567","ANC","0605","DFW","1715","DL9033*","733","FY",1,"SEA","8:10","J"
"TO","Denver   (DEN)  (Denver International Airport)"
"06-Jun","","1234567","ANC","1243","DEN","2124","DL9031*","733","FY",1,"SEA","6:41","J"
"TO","Orlando   (ORL)  (MCO-Orlando International Airport)"
"08-Jun","","1234567","ANC","0900","MCO","2331","DL1053","757","FY",1,"SLC","10:31","J"
"TO","Salt Lake City   (SLC)  (Salt Lake City International Airport)"
"08-Jun","","1234567","ANC","0045","SLC","0720","DL792","757","FY",0,"","4:35","J"
"","07-Jun"," 23    ","ANC","0055","SLC","0730","DL1434","757","FY",0,"","4:35","J"
"","07-Jun"," 23    ","ANC","0159","SLC","0838","DL1650","757","FY",0,"","4:39","J"
"08-Jun","","1234567","ANC","0900","SLC","1541","DL1053","757","FY",0,"","4:41","J"
"TO","Seoul   (SEL)  (ICN-Incheon International Airport)"
"20-Jul",""," 2 4  7","ANC","1120","ICN","1305+1","DL7930*","333","JY",0,"","8:45","J"
""
""
"FROM","Antigua (ANU)"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"05-Jun","","  3   7","ANU","1524","ATL","2010","DL997","738","FY",0,"","4:46","J"
""
""
"FROM","Appleton (ATW)"
"TO","Asheville   (AVL)  (Asheville Regional Airport)"
"","06-Jun"," 2     ","ATW","1800","AVL","2250","DL7212*","CRJ","Y",1,"DTW","3:50","J"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"06-Jun","","1234567","ATW","0700","ATL","1010","DL4408*","CRJ","Y",0,"","2:10","J"
"","07-Jun"," 23    ","ATW","1130","ATL","1445","DL4313*","CRJ","Y",0,"","2:15","J"
"08-Jun","","1234567","ATW","1135","ATL","1450","DL4313*","CRJ","Y",0,"","2:15","J"
"06-Jun","02-Jul","12345 7","ATW","1645","ATL","2005","DL4300*","CRJ","Y",0,"","2:20","J"
"05-Jul","","12345 7","ATW","1645","ATL","2005","DL4300*","CRJ","Y",0,"","2:20","J"
"TO","Atlantic City   (AIY)  (ACY-Atlantic City International Airport)"
"08-Jun","08-Jun","   4   ","ATW","0720","ACY","1220","DL5456*","CRJ","Y",1,"CVG","4:00","J"
"09-Jun","03-Jul","123456 ","ATW","0720","ACY","1220","DL5456*","CR2","Y",1,"CVG","4:00","J"
"05-Jul","","123456 ","ATW","0720","ACY","1220","DL5456*","CR2","Y",1,"CVG","4:00","J"
"TO","Bangor   (BGR)  (Bangor International Airport)"
"01-Jul","","1234567","ATW","1015","BGR","1537","DL6740*","CRJ","Y",1,"DTW","4:22","J"
"08-Jun","30-Jun","1234567","ATW","1016","BGR","1537","DL6740*","CRJ","Y",1,"DTW","4:21","J"
"TO","Burlington   (BTV)  (Burlington International Airport)"
"08-Jun","30-Jun","12345  ","ATW","1105","BTV","1631","DL5752*","CR2","Y",1,"CVG","4:26","J"
"05-Jul","","12345  ","ATW","1105","BTV","1631","DL5325*","CR2","Y",1,"CVG","4:26","J"
"TO","Charleston   (CRW)  (Yeager Airport)"
"08-Jun","02-Jul","12345 7","ATW","1725","CRW","2137","DL5155*","CR2","Y",1,"CVG","3:12","J"
"04-Jul","","12345 7","ATW","1725","CRW","2137","DL5155*","CR2","Y",1,"CVG","3:12","J"
"TO","Cincinnati   (CVG)  (Cincinnati/Northern Kentucky Airport)"
"","07-Jun"," 23    ","ATW","0715","CVG","0948","DL5649*","CRJ","Y",0,"","1:33","J"
"08-Jun","08-Jun","   4   ","ATW","0720","CVG","0951","DL5456*","CRJ","Y",0,"","1:31","J"
"09-Jun","03-Jul","123456 ","ATW","0720","CVG","0951","DL5456*","CR2","Y",0,"","1:31","J"
"05-Jul","","123456 ","ATW","0720","CVG","0951","DL5456*","CR2","Y",0,"","1:31","J"
"","07-Jun"," 23    ","ATW","1102","CVG","1330","DL5310*","CR2","Y",0,"","1:28","J"
"08-Jun","30-Jun","123456 ","ATW","1105","CVG","1333","DL5752*","CR2","Y",0,"","1:28","J"
"01-Jul","10-Jul","1 3456 ","ATW","1105","CVG","1333","DL5325*","CR2","Y",0,"","1:28","J"
"11-Jul","","123456 ","ATW","1105","CVG","1333","DL5325*","CR2","Y",0,"","1:28","J"
"11-Jun","25-Jun","      7","ATW","1105","CVG","1336","DL5443*","CR2","Y",0,"","1:31","J"
"02-Jul","09-Jul"," 2    7","ATW","1105","CVG","1336","DL5090*","CR2","Y",0,"","1:31","J"
"16-Jul","","      7","ATW","1105","CVG","1336","DL5090*","CR2","Y",0,"","1:31","J"
"","07-Jun"," 23    ","ATW","1725","CVG","1954","DL5155*","CR2","Y",0,"","1:29","J"
"08-Jun","02-Jul","12345 7","ATW","1725","CVG","2000","DL5155*","CR2","Y",0,"","1:35","J"
"04-Jul","","12345 7","ATW","1725","CVG","2000","DL5155*","CR2","Y",0,"","1:35","J"
"TO","Melbourne   (MLB)  (Melbourne International Airport)"
"01-Jul","","     6 ","ATW","0700","MLB","1235","DL4408*","CRJ","Y",1,"ATL","4:35","J"
"TO","Westchester County   (HPN)  (Westchester County Airport)"
"02-Jul","09-Jul"," 2    7","ATW","1105","HPN","1627","DL5090*","CR2","Y",1,"CVG","4:22","J"
"16-Jul","","      7","ATW","1105","HPN","1627","DL5090*","CR2","Y",1,"CVG","4:22","J"
""
""
"FROM","Aruba (AUA)"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"08-Jun","","12345  ","AUA","1512","ATL","1918","DL516","738","FY",0,"","4:06","J"
"10-Jun","","     67","AUA","1512","ATL","1918","DL516","757","FY",0,"","4:06","J"
"","07-Jun"," 23    ","AUA","1513","ATL","1919","DL516","738","FY",0,"","4:06","J"
"TO","New York   (NYC)  (JFK-John F. Kennedy International Airport)"
"10-Jun","","     6 ","AUA","1325","JFK","1810","DL741","757","FY",0,"","4:45","J"
""
""
"FROM","Asheville (AVL)"
"TO","Akron/Canton   (CAK)  (Akron/Canton Regional Airport)"
"","07-Jun"," 23    ","AVL","0900","CAK","1259","DL7052*","CRJ","Y",1,"DTW","3:59","J"
"01-Jul","","1234567","AVL","0900","CAK","1259","DL7052*","CRJ","Y",1,"DTW","3:59","J"
"08-Jun","30-Jun","1234567","AVL","0900","CAK","1301","DL7052*","CRJ","Y",1,"DTW","4:01","J"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"06-Jun","","1234567","AVL","0600","ATL","0715","DL4699*","AT7","Y",0,"","1:15","J"
"08-Jun","08-Jun","   4   ","AVL","0800","ATL","0904","DL4091*","CR2","Y",0,"","1:04","J"
"09-Jun","","1234567","AVL","0800","ATL","0904","DL4091*","CRJ","Y",0,"","1:04","J"
"","07-Jun"," 23    ","AVL","0815","ATL","0919","DL4091*","CR2","Y",0,"","1:04","J"
"08-Jun","","1234567","AVL","1044","ATL","1155","DL4123*","AT7","Y",0,"","1:11","J"
"","07-Jun"," 23    ","AVL","1045","ATL","1156","DL4092*","AT7","Y",0,"","1:11","J"
"01-Jul","","1234567","AVL","1420","ATL","1522","DL4323*","CRJ","Y",0,"","1:02","J"
"","07-Jun"," 23    ","AVL","1427","ATL","1529","DL4095*","CR2","Y",0,"","1:02","J"
"08-Jun","30-Jun","1234567","AVL","1430","ATL","1532","DL4323*","CRJ","Y",0,"","1:02","J"
"","07-Jun"," 23    ","AVL","1616","ATL","1727","DL4094*","AT7","Y",0,"","1:11","J"
"08-Jun","","1234567","AVL","1620","ATL","1731","DL4094*","AT7","Y",0,"","1:11","J"
"","07-Jun"," 23    ","AVL","1820","ATL","1931","DL4093*","AT7","Y",0,"","1:11","J"
"08-Jun","30-Jun","1234567","AVL","1825","ATL","1936","DL4155*","AT7","Y",0,"","1:11","J"
"01-Jul","","1234567","AVL","1825","ATL","1936","DL4241*","AT7","Y",0,"","1:11","J"
"TO","Cincinnati   (CVG)  (Cincinnati/Northern Kentucky Airport)"
"","07-Jun"," 23    ","AVL","0615","CVG","0729","DL6230*","ER3","Y",0,"","1:14","J"
"08-Jun","03-Jul","123456 ","AVL","0620","CVG","0734","DL6323*","ER3","Y",0,"","1:14","J"
"05-Jul","","123456 ","AVL","0620","CVG","0734","DL6323*","ER3","Y",0,"","1:14","J"
"","07-Jun","  3    ","AVL","1005","CVG","1119","DL6322*","ER3","Y",0,"","1:14","J"
"08-Jun","","1234567","AVL","1015","CVG","1129","DL6401*","ER3","Y",0,"","1:14","J"
"","07-Jun"," 23    ","AVL","1803","CVG","1917","DL6246*","ER3","Y",0,"","1:14","J"
"08-Jun","30-Jun","12345 7","AVL","1806","CVG","1920","DL6376*","ER3","Y",0,"","1:14","J"
"02-Jul","09-Jul"," 2345 7","AVL","1807","CVG","1921","DL6376*","ER3","Y",0,"","1:14","J"
"10-Jul","","12345 7","AVL","1807","CVG","1921","DL6376*","ER3","Y",0,"","1:14","J"
"TO","Columbus   (CMH)  (Port Columbus International Airport)"
"08-Jun","03-Jul","123456 ","AVL","0620","CMH","0938","DL6323*","ER3","Y",1,"CVG","3:18","J"
"05-Jul","","123456 ","AVL","0620","CMH","0938","DL6323*","ER3","Y",1,"CVG","3:18","J"
"TO","Erie   (ERI)  (Erie International Airport)"
"08-Jun","30-Jun","12345 7","AVL","1806","ERI","2155","DL6376*","ER3","Y",1,"CVG","3:49","J"
"02-Jul","09-Jul"," 2345 7","AVL","1807","ERI","2155","DL6376*","ER3","Y",1,"CVG","3:48","J"
"10-Jul","","12345 7","AVL","1807","ERI","2155","DL6376*","ER3","Y",1,"CVG","3:48","J"
"TO","Gainesville   (GNV)  (Gainesville Regional Airport)"
"02-Jul","09-Jul"," 2345 7","AVL","0600","GNV","1003","DL4699*","AT7","Y",1,"ATL","4:03","J"
"10-Jul","","12345 7","AVL","0600","GNV","1003","DL4699*","AT7","Y",1,"ATL","4:03","J"
"TO","Indianapolis   (IND)  (Indianapolis International Airport)"
"","07-Jun","  3    ","AVL","1005","IND","1329","DL6322*","ER3","Y",1,"CVG","3:24","J"
"08-Jun","","1234567","AVL","1015","IND","1329","DL6401*","ER3","Y",1,"CVG","3:14","J"
"TO","Key West   (EYW)  (Key West International Airport)"
"08-Jun","08-Jun","   4   ","AVL","0725","EYW","1044","DL6430*","ER3","Y",1,"MCO","3:19","J"
"09-Jun","","1234567","AVL","0725","EYW","1044","DL6430*","ERJ","Y",1,"MCO","3:19","J"
"TO","Moline   (MLI)  (Quad-City Airport)"
"","07-Jun"," 23    ","AVL","1600","MLI","1942","DL7188*","CRJ","Y",1,"DTW","4:42","J"
"TO","New Orleans   (MSY)  (Louis Armstrong International Airport)"
"02-Jul","","      7","AVL","1045","MSY","1347","DL6300*","ER3","Y",1,"MCO","4:02","J"
"TO","Omaha   (OMA)  (Eppley Airfield)"
"08-Jun","08-Jun","   4   ","AVL","0800","OMA","1112","DL4091*","CR2","Y",1,"ATL","4:12","J"
"09-Jun","","1234567","AVL","0800","OMA","1112","DL4091*","CRJ","Y",1,"ATL","4:12","J"
"TO","Orlando   (ORL)  (MCO-Orlando International Airport)"
"08-Jun","08-Jun","   4   ","AVL","0725","MCO","0907","DL6430*","ER3","Y",0,"","1:42","J"
"09-Jun","","1234567","AVL","0725","MCO","0907","DL6430*","ERJ","Y",0,"","1:42","J"
"","07-Jun"," 23    ","AVL","0730","MCO","0912","DL6430*","ER3","Y",0,"","1:42","J"
"11-Jun","25-Jun","      7","AVL","1045","MCO","1225","DL6306*","ER3","Y",0,"","1:40","J"
"02-Jul","","      7","AVL","1045","MCO","1225","DL6300*","ER3","Y",0,"","1:40","J"
"TO","Panama City   (PFN)  (Bay County Airport)"
"01-Jul","","1234567","AVL","1825","PFN","2059","DL4241*","AT7","Y",1,"ATL","3:34","J"
"TO","Sioux Falls   (FSD)  (Sioux Falls Regional Airport (Jo Foss Field))"
"","07-Jun"," 23    ","AVL","0640","FSD","1025","DL6590*","CRJ","Y",1,"MSP","4:45","J"
"TO","South Bend   (SBN)  (South Bend Regional)"
"","07-Jun"," 23    ","AVL","0615","SBN","0941","DL6230*","ER3","Y",1,"CVG","3:26","J"
"TO","Valparaiso   (VPS)  (Ft. Walton Beach Airport)"
"01-Jul","","1234567","AVL","1420","VPS","1625","DL4323*","CRJ","Y",1,"ATL","3:05","J"
"08-Jun","30-Jun","1234567","AVL","1430","VPS","1625","DL4323*","CRJ","Y",1,"ATL","2:55","J"
""
""
"FROM","Aspen (ASE)"
"TO","Jackson   (JAC)  (Jackson Hole Airport)"
"09-Jun","","1234567","ASE","0815","JAC","1053","DL4045*","CR7","Y",1,"SLC","2:38","J"
"TO","Las Vegas   (LAS)  (McCarran International Airport)"
"01-Jul","","1234567","ASE","1120","LAS","1320","DL3801*","CR7","Y",1,"SLC","3:00","J"
"TO","Salt Lake City   (SLC)  (Salt Lake City International Airport)"
"09-Jun","","1234567","ASE","0815","SLC","0920","DL4045*","CR7","Y",0,"","1:05","J"
"01-Jul","","1234567","ASE","1120","SLC","1225","DL3801*","CR7","Y",0,"","1:05","J"
""
""
"FROM","Athens (ATH)"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"06-Jun","","1234567","ATH","1250","ATL","1745","DL139","767","JY",0,"","11:55","J"
"TO","New York   (NYC)  (JFK-John F. Kennedy International Airport)"
"02-Jun","08-Jun"," 234   ","ATH","1205","JFK","1550","DL133","767","JY",0,"","10:45","J"
"01-Jul","","1234567","ATH","1210","JFK","1550","DL133","767","JY",0,"","10:40","J"
"09-Jun","30-Jun","1234567","ATH","1210","JFK","1555","DL133","767","JY",0,"","10:45","J"
""
""
"FROM","Atlanta (ATL)"
"TO","Acapulco   (ACA)  (Alvarez International Airport)"
"10-Jun","17-Jun","     6 ","ATL","1159","ACA","1441","DL327","738","FJY",0,"","3:42","J"
"21-Jun","","  3  6 ","ATL","1159","ACA","1441","DL327","738","FJY",0,"","3:42","J"
"TO","Aguadilla   (BQN)  (Borinquen Airport)"
"08-Jun","","1  4 67","ATL","1111","BQN","1442","DL4582*","CR7","Y",0,"","3:31","J"
"TO","Akron/Canton   (CAK)  (Akron/Canton Regional Airport)"
"","07-Jun","  3    ","ATL","0750","CAK","0928","DL4195*","CRJ","Y",0,"","1:38","J"
"08-Jun","","1234567","ATL","0750","CAK","0928","DL4698*","CRJ","Y",0,"","1:38","J"
"","07-Jun"," 23    ","ATL","1009","CAK","1157","DL6108*","ER4","Y",0,"","1:48","J"
"08-Jun","","1234567","ATL","1011","CAK","1159","DL6108*","ER4","Y",0,"","1:48","J"
"01-Jul","","1234567","ATL","1224","CAK","1402","DL6124*","ER4","Y",0,"","1:38","J"
"08-Jun","30-Jun","1234567","ATL","1230","CAK","1408","DL6124*","ER4","Y",0,"","1:38","J"
"","07-Jun"," 23    ","ATL","1232","CAK","1410","DL4810*","CRJ","Y",0,"","1:38","J"
"","06-Jun"," 2     ","ATL","1419","CAK","1556","DL4562*","CRJ","Y",0,"","1:37","J"
"","07-Jun","  3    ","ATL","1421","CAK","1558","DL4562*","CRJ","Y",0,"","1:37","J"
"08-Jun","30-Jun","1234567","ATL","1425","CAK","1602","DL4174*","CRJ","Y",0,"","1:37","J"
"01-Jul","","1234567","ATL","1428","CAK","1605","DL4174*","CRJ","Y",0,"","1:37","J"
"08-Jun","30-Jun","1 345 7","ATL","1620","CAK","1803","DL5782*","CRJ","Y",0,"","1:43","J"
"02-Jul","09-Jul","  345 7","ATL","1620","CAK","1803","DL5384*","CRJ","Y",0,"","1:43","J"
"10-Jul","","1 345 7","ATL","1620","CAK","1803","DL5384*","CRJ","Y",0,"","1:43","J"
"","07-Jun"," 23    ","ATL","1639","CAK","1821","DL6100*","ER4","Y",0,"","1:42","J"
"","07-Jun"," 23    ","ATL","1926","CAK","2108","DL5416*","CR7","Y",0,"","1:42","J"
"01-Jul","","1234567","ATL","1945","CAK","2125","DL5416*","CR7","Y",0,"","1:40","J"
"08-Jun","30-Jun","1234567","ATL","1955","CAK","2135","DL5416*","CR7","Y",0,"","1:40","J"
"08-Jun","04-Jul","1234567","ATL","2215","CAK","2359","DL5407*","CR7","Y",0,"","1:44","J"
"08-Jul","08-Jul","     6 ","ATL","2215","CAK","2359","DL5407*","CR7","Y",0,"","1:44","J"
"","07-Jun"," 23    ","ATL","2225","CAK","0007+1","DL5407*","CR7","Y",0,"","1:42","J"
"05-Jul","14-Jul","12345 7","ATL","2230","CAK","0014+1","DL5407*","CR7","Y",0,"","1:44","J"
"15-Jul","","1234567","ATL","2230","CAK","0014+1","DL5407*","CR7","Y",0,"","1:44","J"
"TO","Albany   (ABY)  (Dougherty County Airport)"
"08-Jun","30-Jun","1234567","ATL","0908","ABY","1005","DL4286*","CRJ","Y",0,"","0:57","J"
"01-Jul","","1234567","ATL","0913","ABY","1010","DL4286*","CRJ","Y",0,"","0:57","J"
"","07-Jun"," 23    ","ATL","1011","ABY","1108","DL4286*","CRJ","Y",0,"","0:57","J"
"01-Jul","","     6 ","ATL","1258","ABY","1350","DL4287*","CR2","Y",0,"","0:52","J"
"02-Jul","","12345 7","ATL","1303","ABY","1355","DL4287*","CR2","Y",0,"","0:52","J"
"08-Jun","30-Jun","1234567","ATL","1306","ABY","1358","DL4287*","CR2","Y",0,"","0:52","J"
"","07-Jun"," 23    ","ATL","1307","ABY","1359","DL4287*","CR2","Y",0,"","0:52","J"
"08-Jun","02-Jul","12345 7","ATL","1624","ABY","1715","DL4285*","CRJ","Y",0,"","0:51","J"
"05-Jul","","12345 7","ATL","1624","ABY","1715","DL4285*","CRJ","Y",0,"","0:51","J"
"","07-Jun"," 23    ","ATL","1721","ABY","1812","DL4285*","CRJ","Y",0,"","0:51","J"
"01-Jul","","     6 ","ATL","1946","ABY","2035","DL4289*","CRJ","Y",0,"","0:49","J"
"10-Jun","24-Jun","     6 ","ATL","2130","ABY","2219","DL4289*","CR2","Y",0,"","0:49","J"
"08-Jun","30-Jun","12345 7","ATL","2146","ABY","2235","DL4289*","CR2","Y",0,"","0:49","J"
"02-Jul","","12345 7","ATL","2146","ABY","2235","DL4289*","CRJ","Y",0,"","0:49","J"
"","07-Jun"," 23    ","ATL","2300","ABY","2349","DL4289*","CRJ","Y",0,"","0:49","J"
"TO","Albany   (ALB)  (Albany International Airport)"
"","07-Jun"," 23    ","ATL","0951","ALB","1215","DL4170*","CR7","Y",0,"","2:24","J"
"08-Jun","","1234567","ATL","0955","ALB","1218","DL4945*","CR7","Y",0,"","2:23","J"
"","07-Jun"," 23    ","ATL","1327","ALB","1549","DL4680*","CRJ","Y",0,"","2:22","J"
"08-Jun","","1234567","ATL","1330","ALB","1552","DL4606*","CR7","Y",0,"","2:22","J"
"","07-Jun"," 23    ","ATL","1548","ALB","1810","DL4786*","CRJ","Y",0,"","2:22","J"
"08-Jun","02-Jul","12345 7","ATL","1551","ALB","1813","DL4786*","CRJ","Y",0,"","2:22","J"
"05-Jul","","12345 7","ATL","1551","ALB","1813","DL4786*","CRJ","Y",0,"","2:22","J"
"08-Jun","06-Jul","1234567","ATL","1810","ALB","2038","DL1541","732","FY",0,"","2:28","J"
"","07-Jun"," 23    ","ATL","1810","ALB","2039","DL1213","732","FY",0,"","2:29","J"
"07-Jul","","1234567","ATL","1843","ALB","2111","DL4634*","CRJ","Y",0,"","2:28","J"
"","07-Jun"," 23    ","ATL","2105","ALB","2329","DL4853*","CR7","Y",0,"","2:24","J"
"08-Jun","","1234567","ATL","2134","ALB","2358","DL4853*","CR7","Y",0,"","2:24","J"
"TO","Albuquerque   (ABQ)  (Albuquerque International Airport)"
"08-Jun","30-Jun","1234567","ATL","0925","ABQ","1049","DL587","M88","FY",0,"","3:24","J"
"01-Jul","","1234567","ATL","0925","ABQ","1049","DL959","M88","FY",0,"","3:24","J"
"","07-Jun"," 23    ","ATL","0930","ABQ","1053","DL1781","757","FY",0,"","3:23","J"
"","07-Jun"," 23    ","ATL","1337","ABQ","1453","DL1540","M88","FY",0,"","3:16","J"
