"",""," 2     ","AUS","1205","DTW","2012","DL5328","CRJ","Y","1","CVG","7:07","J"
"","","1 34567","AUS","1436","DTW","2012","DL5328","CRJ","Y","1","CVG","4:36","J"
"",""," 2     ","AUS","1205","CVG","1529","DL5328","CRJ","Y","0","","2:24","J"
"","","1 34567","AUS","1436","CVG","1800","DL5328","CRJ","Y","0","","2:24","J"
"","","1234567","CVG","1855","DTW","2012","DL5328","CRJ","Y","0","","1:17","J"
