"","",12345  ,NAS,1215,STL,1650,DL5037,CRJ,Y,1,CVG,5:35,"J"
"","",12345  ,NAS,1215,CVG,1517,DL5037,CRJ,Y,0,"",3:02,"J"
"","",      7,NAS,1326,CVG,1628,DL5037,CRJ,Y,0,"",3:02,"J"
"","",     6 ,NAS,1415,CVG,1717,DL5037,CRJ,Y,0,"",3:02,"J"
"","",12345  ,CVG,1630,STL,1650,DL5037,CRJ,Y,0,"",1:20,"J"
